hand0,hand1,cc0,cc1,cc2,cc3,cc4,b0,b1,b2,mean
0,1,2,3,4,10,29,0,0,990,1
0,1,2,3,4,10,30,0,0,990,1
0,1,2,3,4,10,31,0,0,990,1
0,1,2,3,4,10,32,0,0,990,1
0,1,2,3,4,10,33,0,0,990,1
0,1,2,3,4,10,34,0,0,990,1
0,1,2,3,4,10,35,0,0,990,1
0,1,2,3,4,10,36,0,0,990,1
0,1,2,3,4,10,37,0,0,990,1
0,1,2,3,4,10,38,0,0,990,1
0,1,2,3,4,10,39,0,0,990,1
0,1,2,3,4,10,40,0,0,990,1
0,1,2,3,4,10,41,0,0,990,1
0,1,2,3,4,10,42,0,0,990,1
0,1,2,3,4,10,43,0,0,990,1
0,1,2,3,4,10,44,0,0,990,1
0,1,2,3,4,10,45,0,0,990,1
0,1,2,3,4,10,46,0,0,990,1
0,1,2,3,4,10,47,0,0,990,1
0,1,2,3,4,10,48,0,0,990,1
0,1,2,3,4,10,49,0,0,990,1
0,1,2,3,4,10,50,0,0,990,1
0,1,2,3,4,10,51,0,0,990,1
0,1,2,3,4,11,12,15,0,975,0.984848
0,1,2,3,4,11,13,0,0,990,1
0,1,2,3,4,11,14,0,0,990,1
0,1,2,3,4,11,15,0,0,990,1
0,1,2,3,4,11,16,0,0,990,1
0,1,2,3,4,11,17,0,0,990,1
0,1,2,3,4,11,18,0,0,990,1
0,1,2,3,4,11,19,0,0,990,1
0,1,2,3,4,11,20,0,0,990,1
0,1,2,3,4,11,21,0,0,990,1
0,1,2,3,4,11,22,0,0,990,1
0,1,2,3,4,11,23,0,0,990,1
0,1,2,3,4,11,24,0,0,990,1
0,1,2,3,4,11,25,0,0,990,1
0,1,2,3,4,11,26,0,0,990,1
0,1,2,3,4,11,27,0,0,990,1
0,1,2,3,4,11,28,0,0,990,1
0,1,2,3,4,11,29,0,0,990,1
0,1,2,3,4,11,30,0,0,990,1
0,1,2,3,4,11,31,0,0,990,1
0,1,2,3,4,11,32,0,0,990,1
0,1,2,3,4,11,33,0,0,990,1
0,1,2,3,4,11,34,0,0,990,1
0,1,2,3,4,11,35,0,0,990,1
0,1,2,3,4,11,36,0,0,990,1
0,1,2,3,4,11,37,0,0,990,1
0,1,2,3,4,11,38,0,0,990,1
0,1,2,3,4,11,39,0,0,990,1
0,1,2,3,4,11,40,0,0,990,1
0,1,2,3,4,11,41,0,0,990,1
0,1,2,3,4,11,42,0,0,990,1
0,1,2,3,4,11,43,0,0,990,1
0,1,2,3,4,11,44,0,0,990,1
0,1,2,3,4,11,45,0,0,990,1
0,1,2,3,4,11,46,0,0,990,1
0,1,2,3,4,11,47,0,0,990,1
0,1,2,3,4,11,48,0,0,990,1
0,1,2,3,4,11,49,0,0,990,1
0,1,2,3,4,11,50,0,0,990,1
0,1,2,3,4,11,51,0,0,990,1
0,1,2,3,4,12,13,1,0,989,0.99899
0,1,2,3,4,12,14,1,0,989,0.99899
0,1,2,3,4,12,15,1,0,989,0.99899
0,1,2,3,4,12,16,0,0,990,1
0,1,2,3,4,12,17,0,0,990,1
0,1,2,3,4,12,18,0,0,990,1
0,1,2,3,4,12,19,0,0,990,1
0,1,2,3,4,12,20,0,0,990,1
0,1,2,3,4,12,21,0,0,990,1
0,1,2,3,4,12,22,0,0,990,1
0,1,2,3,4,12,23,0,0,990,1
0,1,2,3,4,12,24,0,0,990,1
0,1,2,3,4,12,25,0,0,990,1
0,1,2,3,4,12,26,0,0,990,1
0,1,2,3,4,12,27,0,0,990,1
0,1,2,3,4,12,28,0,0,990,1
0,1,2,3,4,12,29,0,0,990,1
0,1,2,3,4,12,30,0,0,990,1
0,1,2,3,4,12,31,0,0,990,1
0,1,2,3,4,12,32,0,0,990,1
0,1,2,3,4,12,33,0,0,990,1
0,1,2,3,4,12,34,0,0,990,1
0,1,2,3,4,12,35,0,0,990,1
0,1,2,3,4,12,36,0,0,990,1
0,1,2,3,4,12,37,0,0,990,1
0,1,2,3,4,12,38,0,0,990,1
0,1,2,3,4,12,39,0,0,990,1
0,1,2,3,4,12,40,0,0,990,1
0,1,2,3,4,12,41,0,0,990,1
0,1,2,3,4,12,42,0,0,990,1
0,1,2,3,4,12,43,0,0,990,1
0,1,2,3,4,12,44,0,0,990,1
0,1,2,3,4,12,45,0,0,990,1
0,1,2,3,4,12,46,0,0,990,1
0,1,2,3,4,12,47,0,0,990,1
0,1,2,3,4,12,48,0,0,990,1
0,1,2,3,4,12,49,0,0,990,1
0,1,2,3,4,12,50,0,0,990,1
0,1,2,3,4,12,51,0,0,990,1
0,1,2,3,4,13,14,1,0,989,0.99899
0,1,2,3,4,13,15,1,0,989,0.99899
0,1,2,3,4,13,16,0,0,990,1
0,1,2,3,4,13,17,0,0,990,1
0,1,2,3,4,13,18,0,0,990,1
0,1,2,3,4,13,19,0,0,990,1
0,1,2,3,4,13,20,0,0,990,1
0,1,2,3,4,13,21,0,0,990,1
0,1,2,3,4,13,22,0,0,990,1
0,1,2,3,4,13,23,0,0,990,1
0,1,2,3,4,13,24,0,0,990,1
0,1,2,3,4,13,25,0,0,990,1
0,1,2,3,4,13,26,0,0,990,1
0,1,2,3,4,13,27,0,0,990,1
0,1,2,3,4,13,28,0,0,990,1
0,1,2,3,4,13,29,0,0,990,1
0,1,2,3,4,13,30,0,0,990,1
0,1,2,3,4,13,31,0,0,990,1
0,1,2,3,4,13,32,0,0,990,1
0,1,2,3,4,13,33,0,0,990,1
0,1,2,3,4,13,34,0,0,990,1
0,1,2,3,4,13,35,0,0,990,1
0,1,2,3,4,13,36,0,0,990,1
0,1,2,3,4,13,37,0,0,990,1
0,1,2,3,4,13,38,0,0,990,1
0,1,2,3,4,13,39,0,0,990,1
0,1,2,3,4,13,40,0,0,990,1
0,1,2,3,4,13,41,0,0,990,1
0,1,2,3,4,13,42,0,0,990,1
0,1,2,3,4,13,43,0,0,990,1
0,1,2,3,4,13,44,0,0,990,1
0,1,2,3,4,13,45,0,0,990,1
0,1,2,3,4,13,46,0,0,990,1
0,1,2,3,4,13,47,0,0,990,1
0,1,2,3,4,13,48,0,0,990,1
0,1,2,3,4,13,49,0,0,990,1
0,1,2,3,4,13,50,0,0,990,1
0,1,2,3,4,13,51,0,0,990,1
0,1,2,3,4,14,15,1,0,989,0.99899
0,1,2,3,4,14,16,0,0,990,1
0,1,2,3,4,14,17,0,0,990,1
0,1,2,3,4,14,18,0,0,990,1
0,1,2,3,4,14,19,0,0,990,1
0,1,2,3,4,14,20,0,0,990,1
0,1,2,3,4,14,21,0,0,990,1
0,1,2,3,4,14,22,0,0,990,1
0,1,2,3,4,14,23,0,0,990,1
0,1,2,3,4,14,24,0,0,990,1
0,1,2,3,4,14,25,0,0,990,1
0,1,2,3,4,14,26,0,0,990,1
0,1,2,3,4,14,27,0,0,990,1
0,1,2,3,4,14,28,0,0,990,1
0,1,2,3,4,14,29,0,0,990,1
0,1,2,3,4,14,30,0,0,990,1
0,1,2,3,4,14,31,0,0,990,1
0,1,2,3,4,14,32,0,0,990,1
0,1,2,3,4,14,33,0,0,990,1
0,1,2,3,4,14,34,0,0,990,1
0,1,2,3,4,14,35,0,0,990,1
0,1,2,3,4,14,36,0,0,990,1
0,1,2,3,4,14,37,0,0,990,1
0,1,2,3,4,14,38,0,0,990,1
0,1,2,3,4,14,39,0,0,990,1
0,1,2,3,4,14,40,0,0,990,1
0,1,2,3,4,14,41,0,0,990,1
0,1,2,3,4,14,42,0,0,990,1
0,1,2,3,4,14,43,0,0,990,1
0,1,2,3,4,14,44,0,0,990,1
0,1,2,3,4,14,45,0,0,990,1
0,1,2,3,4,14,46,0,0,990,1
0,1,2,3,4,14,47,0,0,990,1
0,1,2,3,4,14,48,0,0,990,1
0,1,2,3,4,14,49,0,0,990,1
0,1,2,3,4,14,50,0,0,990,1
0,1,2,3,4,14,51,0,0,990,1
0,1,2,3,4,15,16,0,0,990,1
0,1,2,3,4,15,17,0,0,990,1
0,1,2,3,4,15,18,0,0,990,1
0,1,2,3,4,15,19,0,0,990,1
0,1,2,3,4,15,20,0,0,990,1
0,1,2,3,4,15,21,0,0,990,1
0,1,2,3,4,15,22,0,0,990,1
0,1,2,3,4,15,23,0,0,990,1
0,1,2,3,4,15,24,0,0,990,1
0,1,2,3,4,15,25,0,0,990,1
0,1,2,3,4,15,26,0,0,990,1
0,1,2,3,4,15,27,0,0,990,1
0,1,2,3,4,15,28,0,0,990,1
0,1,2,3,4,15,29,0,0,990,1
0,1,2,3,4,15,30,0,0,990,1
0,1,2,3,4,15,31,0,0,990,1
0,1,2,3,4,15,32,0,0,990,1
0,1,2,3,4,15,33,0,0,990,1
0,1,2,3,4,15,34,0,0,990,1
0,1,2,3,4,15,35,0,0,990,1
0,1,2,3,4,15,36,0,0,990,1
0,1,2,3,4,15,37,0,0,990,1
0,1,2,3,4,15,38,0,0,990,1
0,1,2,3,4,15,39,0,0,990,1
0,1,2,3,4,15,40,0,0,990,1
0,1,2,3,4,15,41,0,0,990,1
0,1,2,3,4,15,42,0,0,990,1
0,1,2,3,4,15,43,0,0,990,1
0,1,2,3,4,15,44,0,0,990,1
0,1,2,3,4,15,45,0,0,990,1
0,1,2,3,4,15,46,0,0,990,1
0,1,2,3,4,15,47,0,0,990,1
0,1,2,3,4,15,48,0,0,990,1
0,1,2,3,4,15,49,0,0,990,1
0,1,2,3,4,15,50,0,0,990,1
0,1,2,3,4,15,51,0,0,990,1
0,1,2,3,4,16,17,1,0,989,0.99899
0,1,2,3,4,16,18,1,0,989,0.99899
0,1,2,3,4,16,19,1,0,989,0.99899
0,1,2,3,4,16,20,0,0,990,1
0,1,2,3,4,16,21,0,0,990,1
0,1,2,3,4,16,22,0,0,990,1
0,1,2,3,4,16,23,0,0,990,1
0,1,2,3,4,16,24,0,0,990,1
0,1,2,3,4,16,25,0,0,990,1
0,1,2,3,4,16,26,0,0,990,1
0,1,2,3,4,16,27,0,0,990,1
0,1,2,3,4,16,28,0,0,990,1
0,1,2,3,4,16,29,0,0,990,1
0,1,2,3,4,16,30,0,0,990,1
0,1,2,3,4,16,31,0,0,990,1
0,1,2,3,4,16,32,0,0,990,1
0,1,2,3,4,16,33,0,0,990,1
0,1,2,3,4,16,34,0,0,990,1
0,1,2,3,4,16,35,0,0,990,1
0,1,2,3,4,16,36,0,0,990,1
0,1,2,3,4,16,37,0,0,990,1
0,1,2,3,4,16,38,0,0,990,1
0,1,2,3,4,16,39,0,0,990,1
0,1,2,3,4,16,40,0,0,990,1
0,1,2,3,4,16,41,0,0,990,1
0,1,2,3,4,16,42,0,0,990,1
0,1,2,3,4,16,43,0,0,990,1
0,1,2,3,4,16,44,0,0,990,1
0,1,2,3,4,16,45,0,0,990,1
0,1,2,3,4,16,46,0,0,990,1
0,1,2,3,4,16,47,0,0,990,1
0,1,2,3,4,16,48,0,0,990,1
0,1,2,3,4,16,49,0,0,990,1
0,1,2,3,4,16,50,0,0,990,1
0,1,2,3,4,16,51,0,0,990,1
0,1,2,3,4,17,18,1,0,989,0.99899
0,1,2,3,4,17,19,1,0,989,0.99899
0,1,2,3,4,17,20,0,0,990,1
0,1,2,3,4,17,21,0,0,990,1
0,1,2,3,4,17,22,0,0,990,1
0,1,2,3,4,17,23,0,0,990,1
0,1,2,3,4,17,24,0,0,990,1
0,1,2,3,4,17,25,0,0,990,1
0,1,2,3,4,17,26,0,0,990,1
0,1,2,3,4,17,27,0,0,990,1
0,1,2,3,4,17,28,0,0,990,1
0,1,2,3,4,17,29,0,0,990,1
0,1,2,3,4,17,30,0,0,990,1
0,1,2,3,4,17,31,0,0,990,1
0,1,2,3,4,17,32,0,0,990,1
0,1,2,3,4,17,33,0,0,990,1
0,1,2,3,4,17,34,0,0,990,1
0,1,2,3,4,17,35,0,0,990,1
0,1,2,3,4,17,36,0,0,990,1
0,1,2,3,4,17,37,0,0,990,1
0,1,2,3,4,17,38,0,0,990,1
0,1,2,3,4,17,39,0,0,990,1
0,1,2,3,4,17,40,0,0,990,1
0,1,2,3,4,17,41,0,0,990,1
0,1,2,3,4,17,42,0,0,990,1
0,1,2,3,4,17,43,0,0,990,1
0,1,2,3,4,17,44,0,0,990,1
0,1,2,3,4,17,45,0,0,990,1
0,1,2,3,4,17,46,0,0,990,1
0,1,2,3,4,17,47,0,0,990,1
0,1,2,3,4,17,48,0,0,990,1
0,1,2,3,4,17,49,0,0,990,1
0,1,2,3,4,17,50,0,0,990,1
0,1,2,3,4,17,51,0,0,990,1
0,1,2,3,4,18,19,1,0,989,0.99899
0,1,2,3,4,18,20,0,0,990,1
0,1,2,3,4,18,21,0,0,990,1
0,1,2,3,4,18,22,0,0,990,1
0,1,2,3,4,18,23,0,0,990,1
0,1,2,3,4,18,24,0,0,990,1
0,1,2,3,4,18,25,0,0,990,1
0,1,2,3,4,18,26,0,0,990,1
0,1,2,3,4,18,27,0,0,990,1
0,1,2,3,4,18,28,0,0,990,1
0,1,2,3,4,18,29,0,0,990,1
0,1,2,3,4,18,30,0,0,990,1
0,1,2,3,4,18,31,0,0,990,1
0,1,2,3,4,18,32,0,0,990,1
0,1,2,3,4,18,33,0,0,990,1
0,1,2,3,4,18,34,0,0,990,1
0,1,2,3,4,18,35,0,0,990,1
0,1,2,3,4,18,36,0,0,990,1
0,1,2,3,4,18,37,0,0,990,1
0,1,2,3,4,18,38,0,0,990,1
0,1,2,3,4,18,39,0,0,990,1
0,1,2,3,4,18,40,0,0,990,1
0,1,2,3,4,18,41,0,0,990,1
0,1,2,3,4,18,42,0,0,990,1
0,1,2,3,4,18,43,0,0,990,1
0,1,2,3,4,18,44,0,0,990,1
0,1,2,3,4,18,45,0,0,990,1
0,1,2,3,4,18,46,0,0,990,1
0,1,2,3,4,18,47,0,0,990,1
0,1,2,3,4,18,48,0,0,990,1
0,1,2,3,4,18,49,0,0,990,1
0,1,2,3,4,18,50,0,0,990,1
0,1,2,3,4,18,51,0,0,990,1
0,1,2,3,4,19,20,0,0,990,1
0,1,2,3,4,19,21,0,0,990,1
0,1,2,3,4,19,22,0,0,990,1
0,1,2,3,4,19,23,0,0,990,1
0,1,2,3,4,19,24,0,0,990,1
0,1,2,3,4,19,25,0,0,990,1
0,1,2,3,4,19,26,0,0,990,1
0,1,2,3,4,19,27,0,0,990,1
0,1,2,3,4,19,28,0,0,990,1
0,1,2,3,4,19,29,0,0,990,1
0,1,2,3,4,19,30,0,0,990,1
0,1,2,3,4,19,31,0,0,990,1
0,1,2,3,4,19,32,0,0,990,1
0,1,2,3,4,19,33,0,0,990,1
0,1,2,3,4,19,34,0,0,990,1
0,1,2,3,4,19,35,0,0,990,1
0,1,2,3,4,19,36,0,0,990,1
0,1,2,3,4,19,37,0,0,990,1
0,1,2,3,4,19,38,0,0,990,1
0,1,2,3,4,19,39,0,0,990,1
0,1,2,3,4,19,40,0,0,990,1
0,1,2,3,4,19,41,0,0,990,1
0,1,2,3,4,19,42,0,0,990,1
0,1,2,3,4,19,43,0,0,990,1
0,1,2,3,4,19,44,0,0,990,1
0,1,2,3,4,19,45,0,0,990,1
0,1,2,3,4,19,46,0,0,990,1
0,1,2,3,4,19,47,0,0,990,1
0,1,2,3,4,19,48,0,0,990,1
0,1,2,3,4,19,49,0,0,990,1
0,1,2,3,4,19,50,0,0,990,1
0,1,2,3,4,19,51,0,0,990,1
0,1,2,3,4,20,21,1,0,989,0.99899
0,1,2,3,4,20,22,1,0,989,0.99899
0,1,2,3,4,20,23,1,0,989,0.99899
0,1,2,3,4,20,24,0,0,990,1
0,1,2,3,4,20,25,0,0,990,1
0,1,2,3,4,20,26,0,0,990,1
0,1,2,3,4,20,27,0,0,990,1
0,1,2,3,4,20,28,0,0,990,1
0,1,2,3,4,20,29,0,0,990,1
0,1,2,3,4,20,30,0,0,990,1
0,1,2,3,4,20,31,0,0,990,1
0,1,2,3,4,20,32,0,0,990,1
0,1,2,3,4,20,33,0,0,990,1
0,1,2,3,4,20,34,0,0,990,1
0,1,2,3,4,20,35,0,0,990,1
0,1,2,3,4,20,36,0,0,990,1
0,1,2,3,4,20,37,0,0,990,1
0,1,2,3,4,20,38,0,0,990,1
0,1,2,3,4,20,39,0,0,990,1
0,1,2,3,4,20,40,0,0,990,1
